"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1051","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/LinkType.java","3","36","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1052","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/LinkType.java","3","36","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1053","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","3","Too many fields","Code Size Rules","TooManyFields"
"1054","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","5","Avoid excessively long variable names like learningComponentId","Naming Rules","LongVariable"
"1055","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","6","Avoid excessively long variable names like courseLearningComponentId","Naming Rules","LongVariable"
"1056","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","13","Avoid excessively long variable names like learningObjIndicator","Naming Rules","LongVariable"
"1057","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","14","Avoid excessively long variable names like prescribedLCDuration","Naming Rules","LongVariable"
"1058","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","15","Avoid excessively long variable names like prescribedLCDurationUnit","Naming Rules","LongVariable"
"1059","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","28","Parameter 'learningComponentId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1060","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","36","Parameter 'courseLearningComponentId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1061","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","44","Parameter 'modulename' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1062","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","52","Parameter 'moduledesc' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1063","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ModuleEditResponse.java","3","60","Parameter 'learningObjectIndicator' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1064","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","5","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1065","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","10","Avoid excessively long variable names like parentLearningComponentId","Naming Rules","LongVariable"
"1066","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1067","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","18","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1068","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","26","Parameter 'contentId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1069","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","34","Parameter 'contentType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1070","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","42","Parameter 'contentname' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1071","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","50","Parameter 'icon' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1072","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","58","Avoid excessively long variable names like parentLearningComponentId","Naming Rules","LongVariable"
"1073","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","80","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"1074","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","80","Local variable 'sb' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1075","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentNode.java","3","80","StringBuffer.append is called 2 consecutive times with literal Strings. Use a single append with a single String.","String and StringBuffer Rules","ConsecutiveLiteralAppends"
"1076","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","7","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1077","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","12","Avoid excessively long variable names like parentLearningComponentId","Naming Rules","LongVariable"
"1078","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","13","Avoid excessively long variable names like nestLearningComponentId","Naming Rules","LongVariable"
"1079","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","23","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1080","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","23","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1081","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","31","Parameter 'contentId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1082","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","39","Parameter 'contentType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1083","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","47","Parameter 'contentname' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1084","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","55","Parameter 'icon' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1085","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","63","Avoid excessively long variable names like parentLearningComponentId","Naming Rules","LongVariable"
"1086","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestContentTreeNode.java","3","71","Avoid excessively long variable names like nestLearningComponentId","Naming Rules","LongVariable"
"1087","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","9","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1088","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","11","Avoid excessively long variable names like parentLearningComponentId","Naming Rules","LongVariable"
"1089","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","12","Avoid excessively long variable names like nestLearningComponentId","Naming Rules","LongVariable"
"1090","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1091","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","21","Parameter 'courseId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1092","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","29","Parameter 'coursename' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1093","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","37","Parameter 'children' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1094","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","45","Parameter 'contents' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1095","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","53","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1096","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","53","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1097","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","69","Avoid excessively long variable names like parentLearningComponentId","Naming Rules","LongVariable"
"1098","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","77","Avoid excessively long variable names like nestLearningComponentId","Naming Rules","LongVariable"
"1099","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","92","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1100","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","2","92","Avoid instantiating String objects; this is usually unnecessary.","String and StringBuffer Rules","StringInstantiation"
"1101","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","95","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"1102","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","95","Local variable 'sb' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1103","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","97","Avoid variables with short names like i","Naming Rules","ShortVariable"
"1104","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","5","97","Found 'DU'-anomaly for variable 'i' (lines '97'-'107').","Controversial Rules","DataflowAnomalyAnalysis"
"1105","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","5","103","Found 'DU'-anomaly for variable 'i' (lines '103'-'107').","Controversial Rules","DataflowAnomalyAnalysis"
"1106","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","110","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"1107","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","110","Local variable 'sb' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1108","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","110","StringBuffer constructor is initialized with size 18, but has at least 50 characters appended.","String and StringBuffer Rules","InsufficientStringBufferDeclaration"
"1109","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","110","StringBuffer.append is called 2 consecutive times with literal Strings. Use a single append with a single String.","String and StringBuffer Rules","ConsecutiveLiteralAppends"
"1110","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","117","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1111","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/NestTreeNode.java","3","128","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1112","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Node.java","3","12","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1113","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Node.java","3","22","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1114","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Node.java","3","22","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1115","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Node.java","3","28","Parameter 'type' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1116","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Node.java","3","34","Parameter 'parent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1117","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Option.java","3","13","Parameter 'label' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1118","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Option.java","3","21","Parameter 'value' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1119","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ParticipantType.java","3","19","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1120","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ParticipantType.java","3","23","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1121","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ParticipantType.java","3","23","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1122","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ParticipantType.java","3","23","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1123","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ParticipantType.java","3","36","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1124","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ParticipantType.java","3","36","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1125","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookComponent.java","3","15","Avoid excessively long variable names like coursePlaybookList","Naming Rules","LongVariable"
"1126","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookComponent.java","3","16","Avoid excessively long variable names like progCurriculumPlaybookList","Naming Rules","LongVariable"
"1127","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookComponent.java","3","26","Avoid excessively long variable names like coursePlaybookList","Naming Rules","LongVariable"
"1128","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookComponent.java","3","26","Parameter 'coursePlaybookList' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1129","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookComponent.java","3","39","Avoid excessively long variable names like progCurriculumPlaybookList","Naming Rules","LongVariable"
"1130","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookComponent.java","3","39","Parameter 'progCurriculumPlaybookList' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1131","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookDeliveryType.java","3","13","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1132","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookDeliveryType.java","3","17","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1133","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookDeliveryType.java","3","17","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1134","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookDeliveryType.java","3","17","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1135","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookDeliveryType.java","3","30","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1136","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookDeliveryType.java","3","30","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1137","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookStatus.java","3","14","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1138","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookStatus.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1139","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookStatus.java","3","18","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1140","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookStatus.java","3","18","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1141","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookStatus.java","3","31","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1142","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookStatus.java","3","31","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1143","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookType.java","3","16","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1144","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookType.java","3","20","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1145","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookType.java","3","20","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1146","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookType.java","3","20","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1147","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookType.java","3","33","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1148","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PlaybookType.java","3","33","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1149","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyDataType.java","3","14","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1150","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyDataType.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1151","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyDataType.java","3","18","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1152","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyDataType.java","3","18","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1153","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyDataType.java","3","31","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1154","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyDataType.java","3","31","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1155","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyUsageType.java","3","13","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1156","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyUsageType.java","3","17","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1157","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyUsageType.java","3","17","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1158","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyUsageType.java","3","17","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1159","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyUsageType.java","3","30","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1160","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/PropertyUsageType.java","3","30","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1161","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Rating.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1162","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Rating.java","3","21","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1163","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Rating.java","3","21","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1164","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Rating.java","3","21","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1165","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Rating.java","3","34","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1166","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Rating.java","3","34","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1167","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/RecipientStudentModel.java","3","12","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1168","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/RecipientStudentModel.java","3","16","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1169","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/RecipientStudentModel.java","3","16","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1170","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/RecipientStudentModel.java","3","16","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1171","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/RecipientStudentModel.java","3","29","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1172","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/RecipientStudentModel.java","3","29","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1173","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Reference.java","3","23","Parameter 'title' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1174","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Reference.java","3","29","Parameter 'uri' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1175","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Reference.java","3","35","Parameter 'kind' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1176","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Reference.java","3","43","Parameter 'duration' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1177","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ReferenceSearchCriteria.java","3","23","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1178","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ReferenceSearchCriteria.java","3","24","Parameter 'contentType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1179","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ReferenceSearchCriteria.java","3","24","Parameter 'indicatorType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1180","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ReferenceSearchCriteria.java","3","25","Parameter 'tags' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1181","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ReferenceSearchCriteria.java","3","25","Parameter 'topic' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1182","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ReferenceSearchCriteria.java","1","31","Overridable method 'setLinkType' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"1183","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ReferenceSearchCriteria.java","1","44","Overridable method 'setLinkType' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"1184","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/SearchReviewerCriteria.java","3","18","Parameter 'firstName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1185","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/SearchReviewerCriteria.java","3","18","Parameter 'lastName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1186","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/SearchReviewerCriteria.java","3","19","Parameter 'circle' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1187","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/SearchReviewerCriteria.java","3","19","Parameter 'deptName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1188","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/SearchReviewerCriteria.java","3","30","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1189","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sequence.java","3","11","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1190","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sequence.java","3","15","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1191","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sequence.java","3","15","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1192","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sequence.java","3","15","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1193","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sequence.java","3","28","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1194","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sequence.java","3","28","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1195","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sync.java","3","14","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1196","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sync.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1197","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sync.java","3","18","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1198","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sync.java","3","18","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1199","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sync.java","3","31","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1200","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Sync.java","3","31","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1201","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNode.java","3","7","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1202","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNode.java","3","23","Parameter 'courseId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1203","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNode.java","3","31","Parameter 'coursename' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1204","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNode.java","3","39","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1205","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNode.java","3","39","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1206","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNode.java","3","47","Parameter 'parentId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1207","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNode.java","3","55","Parameter 'title' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1208","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeDisplay.java","3","5","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1209","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeDisplay.java","3","15","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
